property_name,location,bedrooms,bathrooms,price,size,price_per_sqm
5+1 BEDROOM VILLA IN (AL ANSAB),Al Ansab,6,6.0,750.0,120.0,6.25
FURNISHED 5 BEDROOM TWIN VILLA,Al Ansab,2,,850.0,120.0,7.083333333333333
4 + 1 BEDROOM DETACHED VILLA,Al Ghoubrah,5,5.0,900.0,350.0,2.5714285714285716
7+1 BEDROOM FURNISHED  VILLA IN ( AL KHUWAIR),Al Khuwair,6,6.0,950.0,416.0,2.2836538461538463
3 BEDROOM TOWNHOUSE,Qurum,4,4.0,750.0,250.0,3.0
5+3 BEDROOM VILLA IN (MADINAT SULTAN QABOOS),Madinat Qaboos (MQ),8,8.0,2100.0,750.0,2.8
"SHOP FOR RENT IN (RUWI, WALJA)",Ruwi,1,1.0,400.0,9472.0,0.04222972972972973
2 BEDROOM APARTMENT IN (RUWI CBD),,2,2.0,140.0,130.0,1.0769230769230769
2 BHK FULL FURNISHED APARTMENT IN (QURUM),Shatti Al Qurum,3,3.0,450.0,135.0,3.3333333333333335
OFFICE SPACE IN (RUWI),Ruwi,2,,1500.0,350.0,4.285714285714286
2 BEDROOM APARTMENTS IN (RUWI),Ruwi,3,3.0,225.0,130.0,1.7307692307692308
1 BEDROOM APARTMENTS IN RUWI (WALJA),Ruwi,2,2.0,150.0,80.0,1.875
FURNISHED 2 BEDROOM TWIN-VILLA IN (MUTRAH),Mutrah,2,2.0,380.0,135.0,2.814814814814815
5000 SQM WAREHOUSE IN (GHALA),Ghala,2,,7500.0,5000.0,1.5
NEW COMMERCIAL SHOPS IN (MABELLAH),Maabelah,2,,550.0,47.5,11.578947368421053
4 BEDROOM TWIN VILLA IN (SHATTI ALQURUM),Shatti Al Qurum,5,5.0,1500.0,350.0,4.285714285714286
2 BEDROOM APARTMENT IN (BOUSHAR),Bausher,2,,220.0,120.0,1.8333333333333333
4 BEDROOM DETACHED VILLA,Azaiba,4,4.0,750.0,750.0,1.0
COMMERCIAL SHOPS IN (MABELLAH),Maabelah,2,,350.0,350.0,1.0
8 BEDROOM TWIN VILLA,Al Khoudh,5,5.0,600.0,120.0,5.0
1 BEDROOM FURNISHED PENTHOUSE IN (ALKHUWAIR),Al Khuwair,2,2.0,320.0,100.0,3.2
5 + 1 BEDROOM TWIN VILLA IN (ALKHOUDH),Al Khoudh,6,6.0,500.0,350.0,1.4285714285714286
6 BEDROOM DETACHED VILLA,Al Awabi,7,7.0,600.0,250.0,2.4
COMMERCIAL SPACES,Seeb,2,,135.0,32.0,4.21875
4 BEDROOM TWIN VILLA,Madinat Qaboos (MQ),4,4.0,680.0,200.0,3.4
NEW FURNISHED 1 BEDROOM APARTMENT IN (MUSCAT BAY),MUSCAT BAY,1,1.0,500.0,120.0,4.166666666666667
3+1 BEDROOM TOWNHOUSE IN (QURUM),Qurum,5,5.0,550.0,250.0,2.2
4 BEDROOM TOWNHOUSE IN (ALSEEB),Seeb,5,5.0,550.0,290.0,1.896551724137931
6 BEDROOM TWIN-VILLA IN (SHATTI AL QURUM),Shatti Al Qurum,7,7.0,1000.0,370.0,2.7027027027027026
5 + 1 BEDROOM VILLA IN (SHATTI AL QURUM),Shatti Al Qurum,8,8.0,750.0,350.0,2.142857142857143
2 BEDROOM APARTMENT IN,Al Hail,2,2.0,180.0,120.0,1.5
2 BEDROOM APARTMENT (SHATTI AL QURUM),Muscat,2,2.0,550.0,130.0,4.230769230769231
2 BEDROOM APARTMENT IN (AL MAWALLEH),Al Mawaleh,2,2.0,200.0,85.0,2.3529411764705883
2 BEDROOM APARTMENT IN (GHALA),Ghala,3,3.0,210.0,120.0,1.75
3 BEDROOM TWIN-VILLA IN (BOSHER),Bausher,6,6.0,600.0,300.0,2.0
OFFICE SPACE,Ghala,2,,550.0,155.3,3.541532517707662
COMMERCIAL SHOWROOM,Bausher,2,,3000.0,120.0,25.0
3+1 STANDALONE VILLA,Madinat Qaboos (MQ),3,3.0,750.0,120.0,6.25
2+1 BEDROOM APARTMENT,Al Mouj,3,3.0,700.0,120.0,5.833333333333333
OFFICE SPACE,Al Khuwair,2,,350.0,120.0,2.9166666666666665
1-BEDROOM APARTMENT,Azaiba,2,2.0,33000.0,120.0,275.0
2-BEDROOM APARTMENT,Al Khuwair,2,2.0,250.0,120.0,2.0833333333333335
3+1 BEDROOM VILLA,,4,4.0,600.0,120.0,5.0
5-BEDROOM STANDALONE VILLA,Shatti Al Qurum,5,5.0,1700.0,120.0,14.166666666666666
5-BEDROOM DETACHED VILLA,Shatti Al Qurum,6,6.0,5000.0,120.0,41.666666666666664
OFFICE SPACE,Al Ghoubrah,2,,650.0,120.0,5.416666666666667
COMMERCIAL SHOWROOM,Azaiba,2,,1350.0,120.0,11.25
2-BEDROOM APARTMENT,Qurum,3,3.0,500.0,120.0,4.166666666666667
4-BEDROOM VILLA,Qurum,4,4.0,550.0,120.0,4.583333333333333
5-BEDROOM DETACHED VILLA,Shatti Al Qurum,6,6.0,2000.0,120.0,16.666666666666668
2-BEDROOM COMPOUND VILLA,Shatti Al Qurum,3,3.0,375.0,120.0,3.125
FURNISHED STUDIO APARTMENT,Salalah,1,1.0,300.0,120.0,2.5
3+1 BEDROOM COMPOUND VILLA,Shatti Al Qurum,4,4.0,550.0,120.0,4.583333333333333
4+1 TOWNHOUSE,Qurum,5,5.0,750.0,120.0,6.25
6+1 BEDROOM VILLA,Shatti Al Qurum,7,7.0,1000.0,120.0,8.333333333333334
2-3 BEDROOM APARTMENT,Ruwi,2,2.0,180.0,120.0,1.5
2-BEDROOM APARTMENT,Ruwi,2,2.0,200.0,120.0,1.6666666666666667
2-3 BEDROOM APARTMENT,Ruwi,3,3.0,200.0,120.0,1.6666666666666667
2-3 BEDROOM APARTMENT,Ruwi,2,,200.0,120.0,1.6666666666666667
COMMERCIAL OFFICE SPACE,Shatti Al Qurum,2,,6.0,120.0,0.05
2 BEDROOM APARTMENT,Al Khuwair,3,3.0,400.0,120.0,3.3333333333333335
75 & 55 SQM OFFICES,Ghala,2,,7.0,75.0,0.09333333333333334
COMMERCIAL OFFICES,Ghala,7,7.0,150.0,17.5,8.571428571428571
COMMERCIAL SHOPS,Ghala,2,,250.0,120.0,2.0833333333333335
8 BEDROOM DETACHED VILLA,Ruwi,9,9.0,2800.0,120.0,23.333333333333332
TWO FLOORS SHOWROOM,Ruwi,2,,4500.0,120.0,37.5
SHOP AVAILABLE,Shatti Al Qurum,2,,1700.0,120.0,14.166666666666666
OFFICE SPACE,Shatti Al Qurum,2,,600.0,120.0,5.0
2 BEDROOM APARTMENT,Shatti Al Qurum,3,3.0,500.0,120.0,4.166666666666667
4 BEDROOM APARTMENT,Mutrah,3,3.0,200.0,120.0,1.6666666666666667
3 BEDROOM TOWNHOUSE,Qurum,4,4.0,145000.0,120.0,1208.3333333333333
2 COMMERCIAL SHOPS,Al Ghoubrah,2,,7.0,120.0,0.058333333333333334
5 BEDROOM DETACHED VILLA,Al Hail,9,9.0,900.0,120.0,7.5
2 BEDROOM APARTMENT IN (SEEB),Seeb,3,3.0,350.0,170.0,2.0588235294117645
4 BEDROOM RENOVATED DETACHED VILLA,Azaiba,5,5.0,950.0,340.0,2.7941176470588234
6 BEDROOM DETACHED VILLA IN (SHATTI AL QURUM),Shatti Al Qurum,5,5.0,950.0,350.0,2.7142857142857144
2 BEDROOM APARTMENT IN (BOSHER),Bausher,3,3.0,475.0,120.0,3.9583333333333335
4 BEDROOM DETACHED VILLA IN (NIZWA),Nizwa,6,6.0,600.0,400.0,1.5
MADINAT AL ILAM | EXCELLENT 4+1 BR TOWNHOUSE,"Madinat As Sultan Qaboos, Muscat•",6,6.0,650.0,300.0,2.1666666666666665
AL KHUWAIR | WELL MAINTAINED 2 BHK FLAT,"Al Khuwair, Muscat•",2,2.0,280.0,105.0,2.6666666666666665
Elegant 4 BHK Villa for rent @ Qurum,"Qurum, Muscat•",5,5.0,650.0,300.0,2.1666666666666665
ANSAB | 8 BEDROOM VILLA,"Ansab, Muscat•",9,9.0,400.0,300.0,1.3333333333333333
ADV905*4BHK Villa for rent in Madinat Illam in a complex,"Qurum, Muscat•",4,4.0,750.0,300.0,2.5
ADV906**4BHK Villa in a comples in shatti qurum,"Qurum, Muscat•",4,4.0,1900.0,300.0,6.333333333333333
ADC507*** Office Space in Azaiba – 440 sqm for Rent*,"Azaiba, Muscat•",2,,2310.0,440.0,5.25
*ADV705** 3+1 BHK Villa for Rent in Bousher –Al Muna,"Bosher, Muscat•",4,4.0,650.0,350.0,1.8571428571428572
4 BR + Maid’s Room Spacious Well-Designed Villa in Azaiba,"Azaiba, Muscat•",5,5.0,750.0,439.0,1.7084282460136675
2 BR Beautiful Apartment with Panoramic Views – Muscat Hills,"Muscat Hills, Muscat•",2,2.0,430.0,119.0,3.6134453781512605
"2 BR Fully Furnished Apartment in Juman Two, Al Mouj - with Amenities","The Wave (Almouj), Muscat•",3,3.0,1250.0,109.0,11.46788990825688
2 BR + 1 Bedroom Brand New Apartment in Shatti Al Qurum,"Qurum, Muscat•",3,3.0,525.0,119.0,4.411764705882353
1 BR + 1 Bedroom Brand New Apartment in Shatti Al Qurum,"Qurum, Muscat•",2,2.0,400.0,89.0,4.49438202247191
54 SQM Office for Rent in Muscat Hills,"Muscat Hills, Muscat•",2,,297.0,54.0,5.5
31.87 S	QM Shop in Azaiba – Commercial Use – Excellent Location,"Azaiba, Muscat•",2,,480.0,31.87,15.061186068402886
BOSHER | BRAND NEW 3+1 BR TOWNHOUSES,"Bosher, Muscat•",4,4.0,850.0,300.0,2.8333333333333335
QURUM | SPACIOUS 6 BR COMPOUND VILLA,"Qurum, Muscat•",5,5.0,1000.0,300.0,3.3333333333333335
QURUM | 6 BR COMPOUND VILLA,"Qurum, Muscat•",6,6.0,650.0,300.0,2.1666666666666665
محل للايجار ف الخوض السادسه قريب من جميع الخدمات موقع تجاري مميز,"Al Khoud, Muscat•",2,,160.0,16.0,10.0
فيلا راقية جديدة للايجار في المعبيلة  villa for rent,"Al Maabilah, Muscat•",7,7.0,500.0,408.0,1.2254901960784315
shop for rent in seeb souq,"Al Seeb, Muscat•",2,,100.0,25.0,4.0
2bhk in darsait free wifi (B1577),"Darsait, Muscat•",2,2.0,160.0,95.0,1.6842105263157894
2bhk flat in almumtaz free wifi (B3434),"Ruwi, Muscat•",2,2.0,220.0,100.0,2.2
SR-HK-595 Fully furnished Townhouse for rent in Almouj .,"The Wave (Almouj), Muscat•",3,3.0,800.0,200.0,4.0
محلات للايجار في العامرات,"Al Amarat, Muscat•",2,,280.0,48.0,5.833333333333333
MADINAT QABOOS | MODERN 3 BR APARTMENT,"Madinat As Sultan Qaboos, Muscat•",2,2.0,800.0,125.0,6.4
MADINAT SULTAN QABOOS | BEAUTIFUL 1 BR APARTMENT,"Madinat As Sultan Qaboos, Muscat•",2,2.0,500.0,85.0,5.882352941176471
"Branded Residence, spacious apartment with Golf Course View","The Wave (Almouj), Muscat•",5,5.0,2500.0,264.0,9.469696969696969
ADC803**145sqm  Offices for rent in Ghubra north,"Al Ghubrah, Muscat•",2,,725.0,145.0,5.0
ADA602** 2 Bedrooms apartments for rent in Khuwair,"Al Khuwair, Muscat•",3,3.0,350.0,110.0,3.1818181818181817
ADV407**5BHK brand new villa in a complex in al hail south,"Al Hail, Muscat•",6,6.0,550.0,325.0,1.6923076923076923
ADC701***Shop for Rent in New Commercial Building – 150 SQM,"Bosher, Muscat•",2,,1250.0,150.0,8.333333333333334
Studio room near Al Mouj free wifi,"The Wave (Almouj), Muscat•",1,1.0,150.0,45.0,3.3333333333333335
VILLA FOR RENT NEAR CROWNE PLAZA 4 BEDROOMS,"Qurum, Muscat•",6,6.0,3000.0,1436.0,2.0891364902506964
محلات للايجار في موقع مميز بالموالح 11 shop for rent in Al Mawaleh 11,"Al Mawaleh, Muscat•",2,,200.0,29.6,6.756756756756756
beautiful And spacious villa in Mabelah for rent,"Al Maabilah, Muscat•",12,12.0,800.0,400.0,2.0
LUXURY OFFICE SPACES AT AFFORDABLE PRICES NOW FOR RENT!,"Al Khuwair, Muscat•",2,,250.0,15.0,16.666666666666668
All Inclusive Serviced Office Spaces for Rent - Al Khuwair Bait Eteen,"Al Khuwair, Muscat•",2,,150.0,10.0,15.0
BRAND NEW FULY FIRNISHED OFFICE SPACES FOR RENT - AL KHUWAIR !!,"Al Khuwair, Muscat•",2,,250.0,60.0,4.166666666666667
BUDGET FRIENDLY FULLY FURNISHED SERVICED OFFICES FOR RENT - AL KHUWAIR,"Al Khuwair, Muscat•",2,,100.0,10.0,10.0
one room in souq alseeb,"Al Seeb, Muscat•",1,1.0,100.0,65.0,1.5384615384615385
Shop for rent in seeb sooq (B291),"Al Seeb, Muscat•",2,,100.0,25.0,4.0
shop in Al hail south محل  الحيل الجنوبية,"Al Hail, Muscat•",2,,180.0,28.0,6.428571428571429
3bhk Luxury in wadi kabir free WiFi,"Al Wadi Al Kabir, Muscat•",2,2.0,250.0,95.0,2.6315789473684212
2bhk luxury in wadi kabir free wifi(B2525),"Al Wadi Al Kabir, Muscat•",2,2.0,230.0,100.0,2.3
25Sqm Shop in almarat (B7820),"Al Amarat, Muscat•",2,,80.0,30.0,2.6666666666666665
لإيجار ارض المسفاه  400sqm land for rent in Al-Masfa,"Misfah, Muscat•",2,,320.0,400.0,0.8
200sqm office in mabail free Wifi (B1772),"Al Maabilah, Muscat•",2,,400.0,200.0,2.0
30 sqm Shop in mabila (B11356),"Al Maabilah, Muscat•",2,,100.0,30.0,3.3333333333333335
2bhk in mbd free fiber internet,"Ruwi, Muscat•",2,2.0,180.0,95.0,1.894736842105263
168 sqm commercial property in alkhoud (B572),"Al Khoud, Muscat•",2,,420.0,168.0,2.5
158 SQM shop in mabil 3محل ارضي المعبيله,"Al Maabilah, Muscat•",2,,900.0,158.0,5.69620253164557
Beautiful 4+1 BR Villa Available for Rent in Azaiba,"Azaiba, Muscat•",6,6.0,630.0,300.0,2.1
High-end villa for rent in Al-Azaiba,"Azaiba, Muscat•",5,5.0,630.0,350.0,1.8
AZAIBA | BEAUTIFUL 4+1 BR VILLA,"Azaiba, Muscat•",5,5.0,630.0,300.0,2.1
"ADV901**A beautiful, Maintained Villa 4BHK+Maid for rent in Qurum in a","Qurum, Muscat•",5,5.0,700.0,365.0,1.917808219178082
ADW02***Well-Maintained 2BHK Fully Furnited Flat in The Wave – Sea Vie,"The Wave (Almouj), Muscat•",3,3.0,700.0,110.0,6.363636363636363
ADV936** 4bhk + Maid's villa for rent in Qurum,"Qurum, Muscat•",5,5.0,1200.0,420.0,2.857142857142857
ADV937** 5bhk + Maid's villa for rent in Qurum,"Qurum, Muscat•",6,6.0,1600.0,450.0,3.5555555555555554
ADV904**3BHK+Maid Brand new villa in Madinat Illam,"Qurum, Muscat•",4,4.0,1050.0,350.0,3.0
Furnished Office for Rent Seeb مكتب للإيجار مؤثث في سكوير الخوض السيب,"Al Seeb, Muscat•",2,,140.0,100.0,1.4
Furnished Office for Rent Avenues Mall Ghoubra مكتب للإيجار في الغبرة,"Bosher, Muscat•",2,,150.0,100.0,1.5
ADW05**Beautiful & Spacious fully Furnished 2+1BHK Apartment for Rent,"The Wave (Almouj), Muscat•",3,3.0,1200.0,165.0,7.2727272727272725
RV05 - 4BHK GROUNDFLOOR VILLA FOR RENT IN AL KHOUD,"Al Khoud, Muscat•",4,4.0,400.0,600.0,0.6666666666666666
Brand New 2 BHK Apartments in Bausher – Book in Advance & Save!,"Bosher, Muscat•",2,2.0,325.0,120.0,2.7083333333333335
Brand New Spacious 5 BHK Villa for Rent – Seeb,"Al Seeb, Muscat•",6,6.0,650.0,220.0,2.9545454545454546
Prime Brand new Warehouse for Rent in Khazaen Economic City,"Muscat - Other, Muscat•",2,,1800.0,600.0,3.0
Prime Open Land & Yard for Rent in Jifnain – Ideal for Logistics,"Muscat - Other, Muscat•",2,,3060.0,3400.0,0.9
Large retail space avaliable at Suqoon building in Azaiba,"Azaiba, Muscat•",2,,2316.0,386.0,6.0
Taminat - Bausher - 2-bedroom apartment,"Bosher, Muscat•",3,3.0,425.0,140.0,3.0357142857142856
"Prime Location for Your Business – Wafa Walk, Salalah","Salalah, Dhofar•",2,,600.0,70.0,8.571428571428571
3bhk flat for rent in MQ,"Madinat As Sultan Qaboos, Muscat•",3,3.0,475.0,150.0,3.1666666666666665
مكتب للإيجارمؤثث في سكوير الخوض السيب Office for Rent Furnished,"Al Khoud, Muscat•",2,,140.0,100.0,1.4
Office for Rent in Avenues Mall Ghubrah Bawshar Khuwair - مكتب للايجار,"Al Ghubrah, Muscat•",2,,150.0,100.0,1.5
MADINAT AL ILAM | SPACIOUS 4+1 BEDROOM TOWNHOUSE,"Madinat As Sultan Qaboos, Muscat•",6,6.0,650.0,300.0,2.1666666666666665
one room in darsait free wifi(B3222),"Darsait, Muscat•",1,1.0,85.0,35.0,2.4285714285714284
MADINAT AL ILAM | MODERN OPULENT 7+2 BR VILLA FOR RENT,"Madinat As Sultan Qaboos, Muscat•",12,12.0,2500.0,500.0,5.0
Excellent 4+1 BR BR Townhouses for Rent in Madinatl Al Illam,"Madinat As Sultan Qaboos, Muscat•",5,5.0,650.0,300.0,2.1666666666666665
BOSHER AL MUNA | MODERN 3+1BR TOWNHOUSE WITH PRIVATE POOL,"Bosher, Muscat•",5,5.0,800.0,300.0,2.6666666666666665
Beautiful 4 BR Compound Villa Available for Rent in Al Qurum,"Qurum, Muscat•",5,5.0,1800.0,400.0,4.5
Apartment for Rent \ Sale  in Al Qurum,"Qurum, Muscat•",3,3.0,320.0,130.0,2.4615384615384617
MQ | EXCELLENT 5+1 BR VILLA,"Madinat As Sultan Qaboos, Muscat•",6,6.0,850.0,300.0,2.8333333333333335
AL MOUJ  FULLY FURNISHED 2BHK APARTMENT WITH FREE WIFI FOR RENT,"The Wave (Almouj), Muscat•",2,2.0,849.0,180.0,4.716666666666667
QURUM | DELUXE 2BHK APARTMENT FOR RENT,"Qurum, Muscat•",2,2.0,449.0,145.0,3.0965517241379312
WADI KABIR | 1300 SQM WAREHOUSE WITH OFFICE,"Al Wadi Al Kabir, Muscat•",2,,2499.0,1300.0,1.9223076923076923
GHALA | 2200 SQM WAREHOUSE IN PRIME LOCATION,"Ghala, Muscat•",2,,3999.0,2200.0,1.8177272727272726
AL MOUJ | MARINA AND SEA VIEW 2 BHK APARTMENT IN JUMAN,"The Wave (Almouj), Muscat•",2,2.0,1299.0,135.0,9.622222222222222
MADINAT AL ILAM | FULLY FURNISHED 5+1BR COMPOUND VILLA,"Madinat As Sultan Qaboos, Muscat•",7,7.0,1400.0,640.0,2.1875
MADINAT SULTAN QABOOS | MODERN 4+1 LUXURIOUS VILLA WITH PRIVATE POOL,"Madinat As Sultan Qaboos, Muscat•",6,6.0,1550.0,425.0,3.6470588235294117
AL MOUJ | 2BHK FULL MARINA VIEW WITH SPACIOUS OPEN BALCONY,"The Wave (Almouj), Muscat•",2,2.0,999.0,115.0,8.68695652173913
MADINAT QABOOS | MODERN 4+1 LUXURIOUS VILLA WITH PRIVATE POOL,"Madinat As Sultan Qaboos, Muscat•",6,6.0,1550.0,325.0,4.769230769230769
MADINAT SULTAN QABOOS | MODERN HIGH QUALITY 6+2 BEDROOM LUXURIOUS VILL,"Madinat As Sultan Qaboos, Muscat•",9,9.0,1999.0,750.0,2.6653333333333333
1bhk near Almouj free wifi (B173),"Al Mawaleh, Muscat•",2,2.0,200.0,85.0,2.3529411764705883
6bhk Villa AlKhoud free WiFi ( one family only),"Al Khoud, Muscat•",6,6.0,480.0,300.0,1.6
ADV1003** Well maintained 4BHK+Maid villa for rent in Madinat sultan Q,"Madinat As Sultan Qaboos, Muscat•",6,6.0,750.0,425.0,1.7647058823529411
ADV066**2BHK apartment for rent in bausher,"Bosher, Muscat•",2,2.0,300.0,90.0,3.3333333333333335
ADV501**For Rent: Brand New 6 BHK Villa in Azaibah – Spacious & Modern,"Azaiba, Muscat•",8,8.0,1000.0,625.0,1.6
5BHK+Maid villa fo rent in the wave,"The Wave (Almouj), Muscat•",6,6.0,1700.0,400.0,4.25
"Warehouse for Rent – Khazaen, Muscat","Barka, Al Batinah•",2,,2100.0,700.0,3.0
EXCELLENT 2 BR APARTMENT IN AL KHUWAIR,"Al Khuwair, Muscat•",2,2.0,280.0,105.0,2.6666666666666665
MUSCAT HILLS | FURNISHED 1 BHK APARTMENT,"Muscat Hills, Muscat•",2,2.0,450.0,85.0,5.294117647058823
Luxurious Furnished 4+1 BR Villa Available for Rent in Mabela,"Al Maabilah, Muscat•",6,6.0,600.0,300.0,2.0
Brand New Luxury Villa in MSQ!,"Madinat As Sultan Qaboos, Muscat•",6,6.0,1700.0,250.0,6.8
Commercial Space for Rent – Prime Road-Front Location in Bosher!,"Bosher, Muscat•",2,,2000.0,110.0,18.181818181818183
Beautiful 4+1 BR Villa Available for QURUM,"Qurum, Muscat•",6,6.0,700.0,330.0,2.121212121212121
Super 6 Bedrooms Villa For Rent Zunairah in Almouj Muscat,"The Wave (Almouj), Muscat•",10,10.0,5000.0,900.0,5.555555555555555
95SQM office  in mabila3,"Al Maabilah, Muscat•",2,,250.0,95.0,2.6315789473684212
2bhk in ruwi (B71),"Ruwi, Muscat•",2,2.0,120.0,100.0,1.2
Fully Furnished 2 bedrooms Apartment in Almouj Muscat,"The Wave (Almouj), Muscat•",2,2.0,800.0,130.0,6.153846153846154
