property_name,location,bedrooms,bathrooms,price,size
محل للايجار بالموالح الشمالية,"Al Seeb, Muscat•",2,,190,28.0
فلة مفروشة في امتداد ج عوقد,"Salalah, Dhofar•",6,6,85,400.0
شقق للإيجار في صلاله (بناية المنتزة 2),"Salalah, Dhofar•",2,2,50,45.0
room and flat for rent,"Salalah, Dhofar•",2,2,50,200.0
Satndalone house in Hail Soth Near Al sevices,"Al Hail, Muscat•",5,5,500,600.0
فيلا للإيجار,"Al Hail, Muscat•",3,3,350,220.0
Bed space,"Azaiba, Muscat•",1,1,45,300.0
Room For Rent,"Sadah, Dhofar•",2,2,25,25.0
Room For Rent,"Sadah, Dhofar•",2,,25,25.0
executive bed space for Indians,"Ruwi, Muscat•",1,1,35,14.0
Single Room Available for executive bachlor or small family.,"Al Mawaleh, Muscat•",1,1,110,20.0
2BHK luxure apartment for rent,"Qurum, Muscat•",3,3,360,103.0
غرفة وحمام، غرفه ومطبخ وحمام للإيجار اليومي في صلالة الشرقيه,"Salalah, Dhofar•",1,1,130,111111.0
bed space available al ghubrah,"Al Ghubrah, Muscat•",2,2,45,125.0
building,"Al Duqum, Al Wusta•",2,2,110,150.0
شقه للايجار في الغبره الشماليه موقع راقي وهادئ وجميل,"Al Ghubrah, Muscat•",3,3,170,100.0
APARTMENT 2BHK FOR RENT - GHUBRA,"Al Ghubrah, Muscat•",2,2,200,100.0
House villa shiffting professional carpenter service h,"Al Seeb, Muscat•",5,5,110,65.0
House shiffting professional carpenter service,"Ghala, Muscat•",3,3,65,98.0
شقه مفروشه بالكامل 1BHK Fully Furnished,"Al Ghubrah, Muscat•",1,1,275,80.0
صلاله,"Salalah, Dhofar•",3,3,60,1500.0
2bhk and 1bhk stunning sea and marina view in Jebel sifah resort,"Al Sifah, Muscat•",2,2,50,120.0
شقق في منتجع جبل سيفة  وشاليهات راقية في مسقط شاليه واستراحة واستوديو,"Al Sifah, Muscat•",2,2,50,250.0
Room Available for executive in Ruwi,"Ruwi, Muscat•",2,2,85,1000.0
1 bhk fully furnished,"Ghala, Muscat•",2,2,180,700.0
business partner,"Al Hail, Muscat•",2,,2000,70.0
1 bhk fully furnish,"Ghala, Muscat•",2,2,190,700.0
صلالة ظفار,"Salalah, Dhofar•",3,3,50,175.0
master bedroom for omani,"Al Hamriyah, Muscat•",1,1,65,650.0
فلل حديثه بناء للايجار يومي,"Salalah, Dhofar•",8,8,130,495.0
"Furnished rooms, 1bhk studio flats Makkah Hyprmkt Ghubra lulu Just120","Al Ghubrah, Muscat•",1,1,120,5000.0
"Bank / ATM, Pharmacy, Restaurant, Supermarket, Hospital","Al Masn'a, Al Batinah•",4,4,50,220.0
Resident Accommodation & Labour camp Accommodation,"Sur, Al Sharqiya•",1,1,100,24.0
Chalet for daily rent,"Qurayyat, Muscat•",3,3,50,2000.0
غرفة VIP للإيجار اليومي للعوائل,"Al Khuwair, Muscat•",1,1,10,50.0
OMR 350 Two Bedroom Apartments - Fully Furnished -Al Khuwair-Badr Sama,"Al Khuwair, Muscat•",3,3,350,45.0
شقق للإيجار ببوشر,"Bosher, Muscat•",2,2,220,95.0
عقود إيجار مؤقتة مكاتب / محلات / مخازن,"Bosher, Muscat•",2,,100,70.0
OMR 250 -One Bedroom Apartment-Fully Furnished -Al Khuwair-Badr Sama,"Al Khuwair, Muscat•",2,2,250,35.0
lexury chalet  for rent/شاليه فخم للايجار,"Barka, Al Batinah•",3,3,80,400.0
شقق بولاية الخابورة للإيجار Spacious Apartments for Rent in AlKhaburah,"Al Khaboura, Al Batinah•",2,2,140,150.0
muscat -alaziba العذيبة مسقط,"Al Ghubrah, Muscat•",1,1,50,18.0
ڤيلا للايجار ف الغبره بموقع ممتاز,"Bosher, Muscat•",4,4,650,300.0
bed space available,"Ghala, Muscat•",1,1,25,120.0
female bed space only,"Al Ghubrah, Muscat•",1,1,50,300.0
شقة للإيجار,"Salalah, Dhofar•",4,4,50,100.0
Room for Rent available for indians and filipino only,"Al Ghubrah, Muscat•",1,1,100,50.0
السيب,"Al Seeb, Muscat•",0,0,,300.0
غرفه في وادي عدي حق عزابيه,"Barr Al Jissah, Muscat•",1,1,70,34.0
محل للايجار في افضل موقع في مسقط هيلز,"Muscat Hills, Muscat•",2,,2000,138.0
House shiffting professional carpenter service,"Al Maabilah, Muscat•",3,3,120,65.0
Home away from home in Salalah,"Salalah, Dhofar•",1,1,50,53.0
بوشر. الانصب (فلج الشام). ( /Bousher ( Falaj Asham/. Alansab,"Bosher, Muscat•",1,1,60,20.0
"Pharmacy, School, Hospital, Mosque, Restaurant, Bank / ATM, Parking, S","Sadah, Dhofar•",3,3,50,300.0
LAMAR PREMIUM APARTMENT - 1BHK & 3BHK NEXT TO PANORAMA MALL BOUSHER,"Al Ghubrah, Muscat•",2,,550,175.0
Spacious Room for Rent,"Al Wadi Al Kabir, Muscat•",1,1,75,50.0
Price reduced: 3 bedroom Apartment for rent in wadi  kabeer only 220,"Al Wadi Al Kabir, Muscat•",3,3,210,150.0
محلات لايجار صناعيه بركاء موقع ممتاز ع شارع,"Barka, Al Batinah•",2,,90,750.0
بوشر مال عمان,"Bosher, Muscat•",3,3,270,12345.0
Villa for Rent South Al-Hail فيلا للايجار الحيل الحنوبية,"Al Hail, Muscat•",7,7,550,300.0
Sharing Room /Bed Space availabe,"Ruwi, Muscat•",1,1,40,90.0
صلالة/عوقد الشمالية,"Salalah, Dhofar•",1,1,10,10.0
صلاله,"Salalah, Dhofar•",2,,400,550.0
Room Available in Sohar - Sharing Basis (Short Term),"Sohar, Al Batinah•",1,1,65,140.0
a room for rent,"Al Khuwair, Muscat•",1,1,105,12.0
استديو للإيجار studio room for rent,"Salalah, Dhofar•",1,1,20,100.0
منزل بولاية الخابورة للإيجار  House for rent in Al Khabourah,"Al Khaboura, Al Batinah•",2,2,120,150.0
غرفللإيجار الشهري,"Ibri, Al Dhahirah•",4,4,50,600.0
Room rent,"Ruwi, Muscat•",1,1,100,10.0
rent & bed space in alkhud سكن عزاب بالخوض,"Al Khoud, Muscat•",2,2,40,200.0
يوجد لدينا سكن لطالبات والموظفات,"Al Maabilah, Muscat•",10,10,50,600.0
شقه للإيجار,"Bahla, Al Dakhiliya•",1,1,100,33.0
محل صغير للايجار,"Bahla, Al Dakhiliya•",2,,90,10.0
1bhk with split Ac R. o 135 Ruwi Mbd area.,"Ruwi, Muscat•",2,2,135,70.0
Branded Offices for Rent in the city at Madinat Sultan Qaboos,"Madinat As Sultan Qaboos, Muscat•",2,,845,234.0
Branded Offices for Rent in the city of Madinat Sultan Qaboos,"Madinat As Sultan Qaboos, Muscat•",2,,775,200.0
Flat (second floor)for rent in almabellah near badr alsama hospital,"Al Maabilah, Muscat•",3,3,150,120.0
Al Khuwair 42,"Al Khuwair, Muscat•",2,2,200,10.0
أبحث عن شقة عائلية للايجار في الخوض السابعه,"Al Khoud, Muscat•",2,2,200,222.0
Shop for Rent in Barka  محل للايجار في مسار بركاء مول,"Barka, Al Batinah•",2,,300,28.3
For Rent Room Mabela,"Al Maabilah, Muscat•",1,1,95,25.0
Daily & monthly room rent 8 riyal,"Al Maabilah, Muscat•",1,1,10,150.0
غرفة الايجار اليومي 7 ريال المعبيلةDaily room rent 7 omr,"Al Maabilah, Muscat•",1,1,10,150.0
غرفة لمدة اسبوع 49 ريال المعبيلة,"Al Maabilah, Muscat•",1,1,50,150.0
Per day room rent 8 riyal mabilah,"Al Maabilah, Muscat•",1,1,10,120.0
Daily Room Rent mabelah 7 riyal,"Al Maabilah, Muscat•",1,1,10,150.0
Daily room rent 7 riyal. إيجار الغرفة اليومي,"Al Maabilah, Muscat•",1,1,10,120.0
1Bedroom flat,"Ruwi, Muscat•",1,1,130,90.0
للايجار محل بالخوض السادسه 80 ريال يصلح لمخزن,"Al Khoud, Muscat•",2,,80,20.0
شاليه للإيجار اليومي – بركاء / سلطنة عمان   استمتع بالراحة والخصوصية,"Barka, Al Batinah•",4,4,50,800.0
Single Sharing Room Available Per Day,"Salalah, Dhofar•",1,1,10,11.11
Amazing villa for rent in Azaiba,"Azaiba, Muscat•",5,5,630,350.0
Spacious flat in duplex villa,"Al Hail, Muscat•",3,3,275,320.0
مكتب مؤثث للايجار في الخوض شارع البركات (مساحة المكتب : 180 متر),"Al Khoud, Muscat•",2,,700,180.0
مسقط الغبرة ايجار شهري شقه مفروشه جزئي,"Al Ghubrah, Muscat•",2,2,115,120.0
شقة نظيفة للايجار خريف صلالة,"Salalah, Dhofar•",2,2,1000,80.0
Salalah Hwana,"Taqah, Dhofar•",1,1,300,90.0
Salalah Hawana Resort,"Taqah, Dhofar•",2,2,450,120.0
3 Bhk Apartment for rent in wadi kabir,"Al Wadi Al Kabir, Muscat•",4,4,200,300.0
"Brand new apartment for rent in walja, ruwi","Ruwi, Muscat•",2,2,180,200.0
شقق وفلل  للايجار اليومي,"Salalah, Dhofar•",7,7,100,900.0
غرف وشقق مفروشه للايجار الشهرى المعبيله,"Al Maabilah, Muscat•",2,2,280,100.0
شقه مفروشه للايجار المعبيله لليوم ١٥ الشهر ٢٤٠ شامل ماى ونت,"Al Maabilah, Muscat•",1,1,240,100.0
bed space for rent,"Al Maabilah, Muscat•",1,1,30,40.0
Rent a Room,"Qurum, Muscat•",1,1,100,3564.0
شقة فاخرة باثاث حديث للايجار اليومي  في صلالة السعادة الشمالية,"Salalah, Dhofar•",2,2,200,120.0
شقق مفروشة ايجار يومي 25 ر. ع صلالة الجديدة,"Salalah, Dhofar•",2,2,50,120.0
indestrial land with storage area,"Al Rusayl, Muscat•",2,,1600,700.0
فيلا للايجار اليومي في صلاله,"Salalah, Dhofar•",3,3,60,1500.0
يوجد لدينا شقق للايجار اليومي,"Salalah, Dhofar•",3,3,50,150.0
للايجار استراحة السندية بولاية السيب Sendya Farm for rent in Al Seeb,"Al Hail, Muscat•",4,4,60,4000.0
الخوير,"Al Khuwair, Muscat•",1,1,150,20.0
شقة للايجار العامرات المحج,"Al Amarat, Muscat•",3,3,250,90.0
شارع مزون,"Al Khoud, Muscat•",2,2,300,81.0
استراحة عائلية في سهل صلاله,"Salalah, Dhofar•",4,4,110,250.0
Furnished Room,"Al Seeb, Muscat•",1,1,90,10.0
شقه للايجا اليومي60,"Salalah, Dhofar•",3,3,55,280.0
Apartment for family,"Al Seeb, Muscat•",3,3,160,170.0
شقق ستوديو,"Salalah, Dhofar•",1,1,50,1111.0
مسقط بوشر,"Bosher, Muscat•",5,5,,600.0
Fully furnished penthouse 2bhk apartment. Monthly rental,"Al Hail, Muscat•",2,2,450,150.0
salalah room for daily rent,"Salalah, Dhofar•",4,4,10,5000.0
غرف للايجار ب6 ريال في الخوض السادسه,"Al Khoud, Muscat•",1,1,10,10.0
bed space for lady in alkhuwair 35rial all bills included,"Al Khuwair, Muscat•",1,1,35,200.0
غرفه وحمام فقط بالغبره خلف فندق الريف وبجوار المدرسه الهنديه السعر 120,"Al Ghubrah, Muscat•",1,1,120,50.0
غرفه وحمام فقط بالغبره امام التمام ماركت السعر 110 شامل,"Al Ghubrah, Muscat•",1,1,110,50.0
room for rent,"Al Ghubrah, Muscat•",1,1,100,200.0
الغبره الشماليه,"Azaiba, Muscat•",3,3,270,200.0
Apartment for rent in Mabellah south opposite of Muscat Mall 250 Rial,"Al Maabilah, Muscat•",3,3,250,120.0
"Apartments for rent in Wadi Alkabeer,next to the Indian school(ISWI)","Al Wadi Al Kabir, Muscat•",2,2,160,70.0
أرض صناعية  في شمال المسفاة بوشر مسقط مساحة ١٠٠٠متر,"Misfah, Muscat•",2,,1000,1000.0
شقة للإيجار اليوم في صحلنوت,"Salalah, Dhofar•",2,2,50,300.0
Studio Room for Rent Has Separate Entrance,"Al Khuwair, Muscat•",1,1,140,150.0
Studio Room for Rent Has Own Entrance,"Al Khuwair, Muscat•",1,1,140,200.0
two furnished rooms in amerat including bills and wifi,"Al Amarat, Muscat•",3,3,70,25.0
apartment in qurum,"Qurum, Muscat•",1,1,230,40.0
House shiffting service all Muscat oman and,"Al Khoud, Muscat•",3,3,75,65.0
"Premium Shop for Rent – Muscat Pavilion, Levelling Floor – Shop No. 17","Muscat Hills, Muscat•",2,,550,52.3
Villa in mabeila south for rent,"Al Maabilah, Muscat•",5,5,450,150.0
غرفه ومطبخ وحمام الخوير خلف مجمع الياسمين 190,"Al Khuwair, Muscat•",1,1,190,60.0
شقق للإيجار,"Qurum, Muscat•",1,1,220,70.0
شقةً للايجار اليومي المعبيلة الجنوبية,"Al Maabilah, Muscat•",1,1,50,20.0
غرفه للايجار اليومي او الشهري جديده مؤثثه موقع حيوي و جديد في المعبيله,"Al Maabilah, Muscat•",3,3,12,900.0
Flat for Rent Near Indian School Mobelah (Kerala Family Only),"Al Maabilah, Muscat•",3,3,130,1000.0
محل طابقين في محطة بترول نفط عمان,"Madinat As Sultan Qaboos, Muscat•",2,,300,185.0
amazing  atandalonw house in hail north,"Al Hail, Muscat•",5,5,475,300.0
Room for rent,"Al Khuwair, Muscat•",1,1,80,30.0
صلالة - القوف,"Salalah, Dhofar•",2,2,50,400.0
room rent with attached bathroom and dressing room,"Al Mawaleh, Muscat•",1,1,130,40.0
2 bhk flat for rent,"Ruwi, Muscat•",1,1,140,65.0
2 bhk flat,"Ruwi, Muscat•",2,2,140,65.0
الخوير,"Al Khuwair, Muscat•",1,1,45,10.0
Fully furnished RoomFor Rent,"Ruwi, Muscat•",1,1,90,21.0
مكتب جاهز للايجار في المعبيلة الثامنة-Office for rent,"Al Maabilah, Muscat•",2,,180,105.0
شقق للايجار في سوق السيب,"Al Seeb, Muscat•",2,2,200,95.0
شقة للايجار قنتب 99210906,"Qantab, Muscat•",3,3,200,100.0
Bedspace,"Al Ghubrah, Muscat•",2,2,50,160.0
House shiffting professional carpenter service h,"Al Khoud, Muscat•",3,3,70,98.0
2SHOP FOR RENT IN SANDAN/محلين للإيجار في ساندان,"Muscat - Other, Muscat•",2,,300,120.0
محل للايجار shop for rent,"Al Amarat, Muscat•",2,,150,30.0
Luxury One Bedroom Apartment Hawana Beach Resort,"Salalah, Dhofar•",1,1,50,60.0
Brand New Smart 4+1 BHK Villa in Azaiba with Sea View  76324666 LRV40,"Azaiba, Muscat•",7,7,1400,400.0
العذيبه,"Azaiba, Muscat•",2,2,310,100.0
أرض زراعية للإيجار,"Al Buraimi, Al Buraimi•",2,,300,21000.0
Fully Furnished Room with Kitchen & Bathroom,"Al Khuwair, Muscat•",1,1,200,100.0
room for rent عرفة للإيجار,"Al Maabilah, Muscat•",1,1,85,20.0
Room for rent in mabela عرفة للإيجار في المعبيلة,"Al Maabilah, Muscat•",1,1,100,18.0
شقة للايجار في المعبيلة السادسة  Apartment for rent in Maabilah 6th,"Al Seeb, Muscat•",1,1,205,77.0
Family room. Will be rented to a bachelor or family.,"Ruwi, Muscat•",1,1,110,500.0
room for rent,"Ruwi, Muscat•",1,1,80,112.0
Fully Furnished & Comfortable Apartments For Rent In Duqm,"Al Duqum, Al Wusta•",1,1,190,55.0
شقة مفروشة للإيجار في مكان حيوي وقريب من جميع الخدمات,"Salalah, Dhofar•",2,2,170,100.0
Family Flat For Rent,"Sohar, Al Batinah•",2,2,130,400.0
2 Rooms working lady/couple,"Ruwi, Muscat•",1,1,75,50.0
Commercial Store for Rent,"Bosher, Muscat•",2,,250,41.0
‏محافظة ظفار صلالة صحنوت الجنوبية,"Salalah, Dhofar•",5,5,60,300.0
السويق الخضراء,"Suwaiq, Al Batinah•",2,2,100,600.0
Villa for Rent,"Al Amarat, Muscat•",7,7,490,363.0
شقة مفروشة للتأجير اليومي والشهري في نزوى,"Nizwa, Al Dakhiliya•",2,2,50,100.0
for executive male bachelor one person small room available for rent,"Ghala, Muscat•",1,1,80,30.0
Room & car also pick up service available all over salalah,"Salalah, Dhofar•",5,5,50,38.0
A bed space for rent,"Al Khuwair, Muscat•",1,1,35,30.0
Couple Chalet for Rent on Daily Basis,"Barka, Al Batinah•",1,1,75,350.0
Chalet for Daily rent,"Barka, Al Batinah•",2,2,70,350.0
1 bedroom family apartment شقة غرفة وحدة للعوائل,"Al Khuwair, Muscat•",1,1,170,100.0
alkhawer room attached bathroom for rent,"Al Khuwair, Muscat•",1,1,110,20.0
room for rent,"Al Ghubrah, Muscat•",1,1,120,70.0
شقة للايجار في العامرات,"Al Amarat, Muscat•",2,2,170,82.0
Villa For Rent In Awqad ڤيلا للإيجار في عوقد,"Salalah, Dhofar•",4,4,60,5000.0
luxury flats and studios for rent in Al hail,"Al Hail, Muscat•",1,1,240,90.0
شقة للإيجار السنوي او الشهري او اليومي,"Salalah, Dhofar•",2,2,1000,78.0
fully furnished Apartment for rent family,"Ruwi, Muscat•",1,1,140,400.0
store for rent,"Al Seeb, Muscat•",2,,600,100.0
محل تجاري للايجار في بوشر (مساحة المحل: 27.5 متر مربع),"Bosher, Muscat•",2,,150,28.0
سكن عمال للايجار,"Salalah, Dhofar•",4,4,400,400.0
الخوض,"Al Khoud, Muscat•",1,1,80,20.0
محلات جديده واسعه وحوش بمساحه كبيره جدا في قلب ولايه صور,"Sur, Al Sharqiya•",2,,130,40.0
Shop for Rent in Wadi Adai (near ruwi),"Ruwi, Muscat•",2,,50,15.0
المعبيله خلف انستو,"Al Maabilah, Muscat•",2,2,220,70.0
الموالح الشمالية خلف مركز البهجه مباشرة,"Al Hail, Muscat•",1,1,120,100.0
bed space available,"Al Ghubrah, Muscat•",1,1,35,5555.0
Furnished bed space available with wifi,"Al Mawaleh, Muscat•",1,1,55,200.0
شقة في مرتفعات الأنصب / غرفتين وصالة و ٣ حمامات,"Ansab, Muscat•",3,3,260,60.0
House shiffting service all Muscat oman and Dubai house,"Al Ghubrah, Muscat•",3,3,65,98.0
House shiffting service all Muscat oman and Dubai to Muscat oman,"Al Khoud, Muscat•",5,5,120,98.0
Rooms for rent in Al Khuwair,"Al Khuwair, Muscat•",1,1,90,25.0
غرفة للايجار في الخوير ٣٣,"Al Khuwair, Muscat•",1,1,90,25.0
Melody Stay,"Al Mawaleh, Muscat•",6,6,149,300.0
مكتب لايجار- في مركز الجامعة للأعمال,"Al Khoud, Muscat•",2,,280,57.0
صحلنوت,"Salalah, Dhofar•",1,1,15,10.0
للايجار شقق ديلوكس,"Barka, Al Batinah•",2,2,200,100.0
المعبيلة التجارية خلف نستو,"Al Seeb, Muscat•",1,1,100,20.0
Office for Rent Maabilah Sanaya no-10,"Al Maabilah, Muscat•",1,1,120,99.0
شقة للأيجار,"Al Mawaleh, Muscat•",1,1,80,20.0
amazung house near wave mode4n,"Al Mawaleh, Muscat•",4,4,700,300.0
شقة ايجار يومي او شهري,"Al Khoud, Muscat•",2,2,250,100.0
room for rent,"Al Khoud, Muscat•",1,1,120,100.0
BED SPACE AVAILABLE FOR EXICUTIVE BACHELORS,"Al Maabilah, Muscat•",2,2,30,400.0
Offices Multiple Options in Ghoubra LRC19 | WA 76324666,"Al Ghubrah, Muscat•",2,,699,145.0
3+1BHK High-Quality Compound Villa in Qurum WA 76324666 LRV44,"Qurum, Muscat•",5,5,749,300.0
Room for rent with the best price,"Al Maabilah, Muscat•",8,8,120,15.0
"Elegant Apartment for Rent – 2nd Floor | South Maabela, Seeb","Al Maabilah, Muscat•",3,3,185,999.0
separate room for family,"Azaiba, Muscat•",1,1,145,102.0
شقة للايجار بموقع مميز في الخوير,"Al Khuwair, Muscat•",3,3,340,200.0
شقة بثلاث غرف نوم للإيجار في سوق الخوض وقريب الخدمات,"Al Khoud, Muscat•",3,3,210,120.0
الحيل الشمالية,"Al Hail, Muscat•",1,1,75,25.0
شقة للايجار اليومي في منطقة صحلنوت خلف بنك مسقط,"Salalah, Dhofar•",2,2,50,350.0
"New, clean and upscale villa for rent in North Al Hail","Al Hail, Muscat•",2,2,250,100.0
شقةللإيجار بيت الفلج,"Ruwi, Muscat•",2,2,180,110.0
شقة في الخوير الجنوبية للإيجار,"Al Khuwair, Muscat•",3,3,350,350.0
Room for rent with common Toilet Ro. 80 (Looking for Malayali),"Al Khuwair, Muscat•",2,2,80,16.0
Fiber Optics Cabling solutions for Buildings - Stark,"Muscat - Other, Muscat•",2,,100,1000.0
VILLA FOR RENT 5 BHK_ SALALAH,"Salalah, Dhofar•",5,5,125,333.0
Family Sharing Room,"Al Hamriyah, Muscat•",1,1,100,20.0
غرفة للايجار اليومي,"Salalah, Dhofar•",1,1,50,600.0
"Rooms for Rent in Al Multaqa, Sohar","Sohar, Al Batinah•",4,4,10,1200.0
luxury villa for rent luzug,"Sumail, Al Dakhiliya•",6,6,500,316.0
1BHK with hall 120R. O,"Al Maabilah, Muscat•",3,3,120,100.0
room/Bedspace available,"Ruwi, Muscat•",2,2,80,100.0
Room for renting,"Al Maabilah, Muscat•",1,1,60,30.0
STANDALONE 3 BHK VILL AT MSQ,"Madinat As Sultan Qaboos, Muscat•",2,,700,1500.0
الخوير 33,"Al Khuwair, Muscat•",1,1,150,80.0
للايجار ارض صناعيه . . open yard,"Barka, Al Batinah•",2,,1999,5000.0
2BHK AND 1BHK AT AL MAHA STREET 5 MIN CAR DRIVE TO LULU GUBRAH,"Al Khuwair, Muscat•",3,3,230,110.0
1 BHK penthouse for rent located al khoud al barakat st,"Al Khoud, Muscat•",1,1,270,100.0
2 BHK apartment for rent located alkhwair,"Al Khuwair, Muscat•",2,2,250,110.0
شقه للايجار apartment for rent,"Qantab, Muscat•",3,3,150,110.0
Furnished 2 BHK APARTMENT IN GHALA,"Ghala, Muscat•",3,3,250,200.0
منزل للايجار في محضه,"Mahdhah, Al Buraimi•",1,1,85,120.0
فلل وشقق للايجار في صلالة,"Salalah, Dhofar•",2,2,50,1000.0
shops and store office for rent in 18 nov,"Al Ghubrah, Muscat•",2,,400,146.0
Offices and shops stores for rent,"Al Ghubrah, Muscat•",2,,400,140.0
House shiffting service all Muscat oman and Dubai to Muscat oman,"Darsait, Muscat•",3,3,50,98.0
"صحار فلج القبائل البريد  -  Falaj , Suhar neer Falaj park","Sohar, Al Batinah•",2,2,100,100.0
Room For Rent With Attached bathroom,"Al Hail, Muscat•",1,1,130,1600.0
غرفه وحمام بدون فرش في الغبره الجنوبية قريب من ماركت الملينيوم,"Al Ghubrah, Muscat•",1,1,120,9000.0
Room for rent for indian family,"Bosher, Muscat•",1,1,150,40.0
advertising board rooftop,"Ruwi, Muscat•",2,,400,30.0
Shared Room for Berka. (Rumais )Preference for Indian (kerala),"Barka, Al Batinah•",1,1,65,215.0
"2 BHK MUMTAZ FIRST LINE, RUWI","Ruwi, Muscat•",2,2,170,100.0
غرفة للإيجار اليومي فقط,"Ibri, Al Dhahirah•",1,1,10,15.0
شقة للإيجار اليومي بالجبل الاخضر apartment 4 rent in Jabal Akhdar,"Nizwa, Al Dakhiliya•",4,4,50,150.0
luxury villa for rent in compound alghubrah,"Al Ghubrah, Muscat•",5,5,600,330.0
One Bedroom flat Ruwi CBD,"Ruwi, Muscat•",1,1,135,75.0
غرف مع دوره مياه للايجار اليومي ولاية نزوى فرق,"Nizwa, Al Dakhiliya•",1,1,15,66.0
Room with bathroom and kitchen,"Qurum, Muscat•",1,1,130,60.0
Single or couple 85,"Al Khoud, Muscat•",1,1,85,24.0
60 riyals only with electricity and water,"Ruwi, Muscat•",1,1,60,20.0
مسقط السيب الحيل الجنوبية,"Al Hail, Muscat•",3,3,290,220.0
فلة للإيجار بركاء/ الرميس,"Barka, Al Batinah•",5,5,350,276.0
شقق و غرف,"Salalah, Dhofar•",2,2,50,2400.0
House for Rent – Behind the Old Dragon Market Baraka منزل للايجار,"Barka, Al Batinah•",5,5,350,245.0
Room for Rent,"Ruwi, Muscat•",1,1,80,25.0
amazing flat in Qantab Bar Aljessah compound  sea view,"Barr Al Jissah, Muscat•",2,2,850,200.0
1 bed place for rent,"Ruwi, Muscat•",2,2,22,20.0
1bhk apartment incloding water and elctrcity and enter net 160 Rials,"Nizwa, Al Dakhiliya•",1,1,160,70.0
Renovated 3 bedroom flat at Al Hail North,"Al Hail, Muscat•",3,3,350,138.0
"Frosted and Black Tinted film available,Logo Branding Printing Plotter","Al Khuwair, Muscat•",2,,5000,10.0
Private Room for Rent in Azaiba – Prime Location Near Starbucks 18 Nov,"Azaiba, Muscat•",1,1,100,90.0
Suhar Falaj  AL Qabail  behind BaderAL Sama Hospital,"Sohar, Al Batinah•",2,2,120,80.0
House villa shiffting service all Muscat oman and Dubai to Muscat,"Al Khoud, Muscat•",5,5,120,98.0
House shiffting service all Muscat oman and Muscat oman to Dubai,"Qurum, Muscat•",3,3,60,98.0
House shiffting service all Muscat oman and Dubai to Muscat oman,"Muscat Hills, Muscat•",3,3,75,65.0
الغبره,"Al Ghubrah, Muscat•",1,1,160,55.0
fully furnished flat,"Ruwi, Muscat•",1,1,140,450.0
Brand new Fully Furnished 1bhk,"Al Ghubrah, Muscat•",1,1,420,90.0
شاطئ القرم,"Qurum, Muscat•",1,1,550,92.0
2 bhk fully furnished,"Ghala, Muscat•",2,2,255,2000.0
صلاله,"Salalah, Dhofar•",5,5,50,300.0
فيلا للايجار في المعبيلة الجنوبية,"Al Maabilah, Muscat•",6,6,300,320.0
غرف للموظفات بالحيل الجنوبيه Furnished rooms for female employees,"Al Hail, Muscat•",3,3,40,10.0
غرف وشقق للايجار اليومي والشهري / Rooms and apartments for daily and m,"Al Mawaleh, Muscat•",1,1,10,25.0
غرف للايجار اليومي في ولاية نزوى قريب دوار اللولو,"Nizwa, Al Dakhiliya•",3,3,10,10.0
room for Rent,"Al Khuwair, Muscat•",1,1,100,20.0
single room with attached bathroom for rent  behind Nesto,"Al Maabilah, Muscat•",1,1,80,100.0
شقة للايجار اليومي والاسبوعي المعبيلة 13 ريال,"Al Maabilah, Muscat•",2,2,1300,120.0
Flat for Rent – Brand New Building in Ghala Heights!,"Ghala, Muscat•",2,2,225,75.0
Executive Bachelor Accommodation  AT ALKHUWAIR,"Al Khuwair, Muscat•",2,2,80,55.0
للايجار أرضي صناعية,"Al Sinainah, Al Buraimi•",2,,500,3637.0
غرفتين وصاله بمطبخ أمريكي بالموالح قريب شارع مازون شامل الفوتير,"Al Mawaleh, Muscat•",1,1,200,50.0
شقه غرفه وصاله وحمام ومطبخ بالموالح قريب من سوق الخضار,"Al Mawaleh, Muscat•",1,1,160,50.0
House shiffting service all Muscat oman and Dubai to Muscat oman and,"Al Khoud, Muscat•",3,3,75,68.0
مسقط الخوض السادسة,"Al Khoud, Muscat•",3,3,150,120.0
فيلا للايجار في خريف صلالة ( عوقد ),"Salalah, Dhofar•",3,3,80,200.0
Furnished Rom for exicutive Bachilor or family Near ISD,"Darsait, Muscat•",3,3,110,10.0
Room with attached washrrom available for rent full/sharing basis,"Al Ghubrah, Muscat•",1,1,55,100.0
شقة للاجار اليومي خريف 2025,"Salalah, Dhofar•",2,2,66,133.0
furnished room available for male executive bachelor in ghubrah,"Al Ghubrah, Muscat•",1,1,130,20.0
شقه جديده مفروشه للايجار الموقع صحلنوت,"Salalah, Dhofar•",2,2,50,130.0
مخازن للإيجار في الموالح,"Al Mawaleh, Muscat•",2,,270,100.0
1BHK & 2BHK in AL AMARAT for rent,"Al Amarat, Muscat•",1,1,110,55.5
"A bed space for daily, weekly and monthly rent","Al Khuwair, Muscat•",1,1,40,33.0
"Spacious 2-Bedroom Apartment for Rent in Al Mahaj, Al Amerat – Prime L","Al Amarat, Muscat•",3,3,175,110.0
1BHK Apartment in Al Amerat,"Al Amarat, Muscat•",1,1,100,65.0
1BHK & 2BHK Apartment in Al Ansab For Rent,"Ansab, Muscat•",3,3,220,145.0
House shiffting service all Muscat oman and Muscat oman to Dubai,"Madinat As Sultan Qaboos, Muscat•",3,3,70,98.0
2 Brand New Shops,"Barka, Al Batinah•",2,,285,24.64
